Parabéns. E muito divertido e viciante. agora com essa promoção  do McDonalds, ganhei uma lhama e mais dois prêmios, ao nomear minha vila como McDonalds. Não da pra parar de jogar. Agora voces precisando melhorar. Quando eu saio do jogo ele não esta salvando as últimas ações, tenho perdido muitas nozes, moedas, etc.. Melhorem também, o preço de alguns animais,e o jogo do scrat sempre ganho o mesmo prêmio. Mesmo assim vcs estão de parabéns, e o melhor jogo de todos.;pos
não gostei mt anuncio;neg
Vergonha Acabo de comprar a aplicação e não funciona!!!! Se têm conhecimento deste problema deviam retirar de emediato a aplicação do mercado para que futuras pessoas não cometam o mesmo erro que eu. Quero ser reembolsado na totalidade o mais rápido possivel;neg
Filipe Impecavel ta muito bom o jogo baixem   E uma aplicacao 5*  recomendo;pos
Cs Esse eu curti, grande jogabilidade, grafico otimo, eu recomendo;pos
5 estrelas. Muito bom!;pos
Excelente. Gráficos e habilidade muito boas. Recomendo!;pos
Viciante Esse jogo é demais! Estou viciada rs;pos
Viciantee Nossa, esse jogo é muito legal e, vicia pra d+  haushaushau. Só deu problema para dar play... mas acho q é por causa do meu aparelho.  Recomendo a todos!  );pos
Tinha tudo pra ser um otimo jogo mas a jogabilidade eh pessima.;neg
Muito legal eu recomemdo E mt legal e radical;pos
Legal,porque a imagem é perfeita.;pos
Não gostei de um detalhe Instalei o Game e quando fui abrir pela 1º vez pediu para que eu fizesse o download de 385MB adicionais. Desisti na hora.;neg
Pensei q fosse melhor.;neg
Nao abre Nao abre no meu galaxy pocket;neg
Excelente! Adorei o jogo! Para ja ainda nao tive nenhuma pergunta 2 vezes!! Apesar de que e muito dificil chegar ao Milhão, dou 5*! Tambem gosto do jogo da forca!! Parabens!  );pos
Sony Xperia Arc Esse Angry Birds, de certa forma, é mais do mesmo, pois a única coisa que muda são as temáticas disponíveis no game, mas o restante passa a impressão do tipo já joguei muito isso, e parece não ter novidades, porém, isso não quer dizer que o game é ruim ou +/-, ele é bom, mas a única coisa que poderia deixar ele melhor, era uma evolução do tipo, que tivesse alguma funcionalidade nova.;pos
Cruel Não rodar no SIII é brincadeira!;neg
Perfeito Muito bom!;pos
Samsung Galaxy SII Eu já fechei o jogo e não consigo jogar mais. Está dando erro de licença e me dá a opção de comprar uma nova, mas quando abre o google play ele só dá a opção de abrir o jogo e volto para o erro de licença...;neg
Wataf Jogo muito bom;pos
MUITO BOM Muito bom vale as 5 estrelas deveria ser pago esse jogo de tão bom que e ta esperando o que baixa logo;pos
oyimo adorei esse jogo!!!;pos
Muito bom... Pena que nao gosto muito de simuladores de corrida, prefiro jogos como Asphalt 6, mas esse jogo é bom... E difícil, kkkkkkk! Recomendo...;pos
É meio coplicado pra baixar, más é o melhor de corrida 3D que já ví. .;pos
Monstros Não gosto de monstros... Ficou meio que nada ha ver;neg
Excelente Rodou muito bem no Sony Tablet, proporcionando horas de entretenimento.;pos
Muito bom Nossa tudo  do android market e da hora;pos
E mt pebado isso;neg
Muitoo bom Gosteii;pos
Excelente Ótimo pra passar tempo,praticamente igual ap do PC;pos
Maneiro Muito bom muito gostoso de jogar;pos
Horrivel Um jogo muito fraco, de graficos maus, e lento. Nao vale nada...;neg
Recomendo Muito legal e ótimo passa-tempo!;pos
Bom Facil. Bom para criancas;pos
Travamento Travando no m meu razr, com ics o mesmo erro que todos estão sofrendo.;neg
Tina Muito ruim , imaginei que o jogo tinha diversas fazes ,mas tem que jogar 30 vezes pra ganhar dois itens na bandeja .Muito merda !!!;neg
Perfeito Parabens gemelof o jogo e exelente do cinco estrelas para o criador adorei o jogo merese essas estrelas, as cenas do jogo sao mas reas ,o jogo fusionou muito bem no meu tablet adorei mesmo o real futbol 2013 , melhor que o de 2012 tenho fifa pes e o real futbol e o melhor de todos eles Mas pode melhorar no ral futbol 2014.:-) .;pos
Muito bom! Melhor jogo q ja baixei,,recomendo muuuuito;pos
O jogo é perfeito Mais so nao dei cinco estrelas pq agr ele fika saindo sozinho;pos
Excelente Muito bom o jogo! recomendo.;pos
Sem comparação Pqp Mto bom...;pos
Excelente roda muito bem no motorola xt300;pos
Wdona98 Nao presta;neg
Tempo e dinheiro perdido! A Gameloft deveria informar para quais celulares o jogo é compatível,  os 15 minutos são insuficientes para a desistência da compra dado o tamanho do jogo.  E aí como fica perdi meu dinheiro e tempo baixando dados!;neg
Baixem Eu recomendo ja consegui fazer varias pessoas perderem a cabeca com isso;pos
Fruit. Ninja free É. Um. Jogo muito legal. E. Tem. Que ter agilidade para corta as. FRUTAS. Mas cuidado com as bombas;pos
:) muuuito bom;pos
Coco lixo Não recomendo;neg
Para as horas vaga Jogo viciante, portanto administre bem o tempo que passa frente a ele. No mais, estimula o raciocínio no que condiz a organização, captação e distribuição de verba. Meu código: a8x75e.;pos
Layla samylle '  ) Geeente ameeei , eu dei um susto mt grande na minha amg ( maria vitótia ) eu dei um susto nela na frente do menino q ela gostava , ele ficou com mow vergonha dele kkkkkkkkk . Recomendo a vocês  D;pos
Galaxy 5 Ele baixa é tudo mais mais quando  vc abre o jogo aparese       Jogar       Instruçoes Ai quando a gente clika no jogar nao vai nas instruçoes tbm nao vai !!;neg
Este jogo é o melhor de sempre!;pos
Bacana Depois de certo tempo se torna enjoativo, mas a idéia do jogo é muito interessante.;pos
Bem legal Joguei pouco mas estou gostando bastante.Parabéns aos desenvolvedores.;pos
Legal Muito bom Vale a pena persistir..;pos
Muito chato Muito custo não baixem não vale a pena;neg
Otimo:-) Sem reclamações referentes ao aplicativo e exemplificamente um perfeito passatempo gostei muito do App   Parabéns aos desenvolvedores !!!!;pos
Carlos vycttor Eu sou o melhor nesse jogo zerei em 30 minuto o plus e free viciante quero ver alguem bater meu recorde;pos
Excelente Grandes gráficos. Recomendo.;pos
Menho jogo Adorei ese jogo;pos
Ótimo Melhor passa tempo pra android!!!;pos
Legal e viciante Ele passa informações legais pra quem quer saber mais sobre as empresas  D;pos
O melhor Muito viciante, recomendo;pos
Paty Adorei o jogo e ja fiquei viciada nele.;pos
Excelente Super legal. Ainda nao vi melhor...adorei;pos
Legal E muito legal pode baixar;pos
Lucas gabriel Meu recorde e de 500890 Jogo viciante recomendo para quem gosta desse tipo de jogo;pos
Uma droga Não assusta ninguém bela porcaria!;neg
Diversão garantida Muito ao estilo do angry birds mas com o seu toque de originalidade. A diversão durante horas está garantida. A palavra seca deixou de ter sentido!;pos
Tesouro do baú Este é para mim um jogo intemporal, comecei a jogar o elifoot 2 num velhinho 286 ainda em dos. E foi um jogo que sempre me acompanhou ao longo dos tempos, é um jogo que nunca me farto de jogar devido à sua simplicidade, para ser sincero não gostei tanto das versões seguintes. O básico de começar na 4a divisão e ir subindo para mim é fantástico,  ainda me lembro de estarmos 5 e 6 amigos de volta do 286 a fazer guerra pelos jogadores de leilão. Muito bom, parabéns e muito obrigado por este pequeno tesouro!!!;pos
Bom d+ Essa galera criada a ovomaltino e leite com pera não entende... este é o famoso clássico Elifoot II bem antes do 98, simples e prático, o que poderia era ter uma maior frequência na venda de jogadores, pelo menos 1 a cada 2 jogos, pode até ser difícil, mas da para chegar na primeira! Pena que os nomes fora do brasileiro e paulista estão zuados! De resto, cópia fiel do II! Parabéns;pos
Gostei Gostei bastante não é enjuativo e super divertido!;pos
Excelente Muito top;pos
Tela escurece no galaxy y Aparece a tela inicial de boa... mas na hora da diversão escurece tudo e só fica o som.;neg
Galax y Aaaagoraa sim O jogo ta bom Mais pode melhorar,aconpanhei o desenvolvimento do jogo E melhorou muito Parabens....mais nauh parem.....to ancioso para as proximas atualizaçoes Bjss;pos
Real football 2012 Muito Bom, para um free. O pes 2012 e melhor, mas e pago.;pos
Interesante Divertido da pra passa o tempo a funçao de jogar as musica do sd é um pouco bugada as veses nao acompanhas a musicas;pos
Nota 10 Mt boom meessmo!!!;pos
É da hora mais pq o jogo tem qe aparecer dentro de outro celular;pos
Bom Aconselho. Faz passar bem rápido o tempo com muita quebra cabeças. Vale a pena ter no seu tele.;pos
O game Muito bom para quem pega condução demorada;pos
Show Muito bom isso !! De susto na  sua mãe !!;pos
Muuuiitoo bomm Esse eh o melhor game para sistema Android.... Recomendo...;pos
Joguinho bacana Muito legal esse joguinho..Aguardando mais fases;pos
Nossa, bom de mais!!;pos
Vcd N sei d nas mas e um fracaso;neg
Muito bom Otimo p passar o tempo! Prefeito;pos
Galaxy Y Ótimo jogo pra passar o tempo.;pos
chato fui ver qual é desse jogo do momento  pqp é chato bagaraiiii !!!!!!;neg
Naskerik O jogo e bom mais ainda tem como melhra;pos
Uhuuul, e um otimo jogo;pos
Adorei So  demora para caregar;pos
Top GTA brasileiro;pos
Cott Mtu bom o jogo, bem parecido com os de play;pos
Muito divertido!!!!!! Ótimo passatempo! Leve e divertido.;pos
Muiiiitooo boooom Esse jogo e muito bom eu tambem recomendo;pos
Perfeito no GALAXY S I9000B. Ao contrário doque muitos estão dizendo aqui, no meu GALAXY S I9000, rodou perfeitamente. Quem quiser que faça o teste! Eu, pelo menos, estou adorando! Muito bom!;pos
Muito bom. Ótimo jogo, ótima dirigibilidade e ótimo preço. 8-D;pos
Otimo Viciante,não consigo mais parar de jogar.;pos
Muito bom! Bom para aprimorar reflexo.;pos
Excelente jogo!! Excelente jogo. Pena que cheguei no nível  100 em 3 horas.;pos
Mto bom Mto divertidooooo;pos
Xperia s Ele gasta quaze todo o dinheiro que vem nele ao instalar e fica com poco e os jogadores cansa mntoo facil. Tirando isto e otimo!;pos
Eh uma merda, horrivel (:  sigam-me :   @paolazimmermann eu sigo dvt;neg
Nao abriu O jogo não abre no meu S3. Apareceumas paginas pra fazer download mas nada de jogo.;neg
ARRUMA ARRUMEM ESSE MALDITO BUG!!;neg
Muito bom esse jogo, possui ótima jogabilidade, fácil e viciante, e roda bem no xt300.;pos
Ótimo jogo, despensa comentários.;pos
Horrivel é muito injusto o time sobrenomesissi contraio nunca coonta a falta del nemdapra jogade 2;neg
Muito bom O jogo é viciante , uma pena que por enquanto não tenho mta gente com quem jogar , e as pessoas q o jogo acha demoraaaaa pra responder !!;pos
jhonata bom demais;pos
Gostei Soh faltou o idioma em portugues.;pos
Ruim hein. Estou sendo modesto. Sem utilidade nenhuma.;neg
Jogabilidade Ruim Jogabilidade horrível e travada, a jogabilidade devia ser igual ao do jogo Dead Trigger que tem pra mim o melhor gráfico de tds os jogos grátis;neg
Perfeito Simplesmente simples e jogavel @william_dare;pos
Lucas Ainda to baixando mais minha namorada tem é um otimo passa tempo...!!;pos
Recomendo Muito divertido para jogar com os amigos e desconhecidos...;pos
Ana Legal  ')  o meu jogo nota 10;pos
Show Muito bom jogo prende a gente do comeco ao fim...alex;pos
Viciante Muito bom e viciante!;pos
Galaxi note Muito bom mesmo, vale a pena tem algumas opções bacanas pra quem esta acostumado, algumas damas que se vê por aí, varias jogadas são proibidas e esta atendeu as minhas expectativas nota 10.;pos
Muito bom Gostei !;pos
O melhor O melhor que existe aqui. E principalmente por ser grátis e com qualidade.;pos
Helena O   jogo  de  mais   eu   amoooooooo ece   jogoooooooooo;pos
Zigo Muito bom mesmo parabens;pos
Excelente in Este jogo r o melhor;pos
Adorei! Amei esse jogo!;pos
Muito bom. Adorei....;pos
Otimo jogo Viciante e muito bom recomendo;pos
E bom Esse e pika;pos
O melhor q esiste Este jogo de domino e o ponta de 5 , o meu jogo de domino favorito;pos
Muito bom Baixemmmm!;pos
Excelente Simplesmente a melhor versao do angry  Se vc baixa juro q nao vai s arrepender;pos
Sem graça!!! Perdi meu tempo baixando esse jogo q agente só da a partida e troca a marcha pronto,fim da corrida.. Desinstalei permanentemente!;neg
Mtt boom mais é meio chatoo mais é daorinha prá quem gosta pega mtt bem no meu i1;pos
Amei Gente vale a pena baixar mt criativo msm baixem msm;pos
Angry birds Esse jogo e otimo pena q na segunda vez q fui jogar travou;pos
AquisefazAquisepaga Foi muito bom . Gostei muito dessa rede social , eer merlhor ki u feicibuk;pos
Bem legal Baixem, é bom pra ficar jogando e passar o tempo xd;pos
Divertido Só não dou 5 estrelas porque tem musica que ele não termina , tirando isso ele é show;pos
Muito bom! É uma sequência de um jogo clássico, muito bem feita, por sinal. A Rovio só fica devendo por não ter se interessado em atualizar o jogo e ainda não permitir o salvamento do jogo no cartão de memória.;pos
Muito bom Bom jogo, otima jogabilidade mais a unica coisa ruim e que tem que esperara a energia carregar;pos
Muinto bom Aplicativo exelente;pos
Maaravilhoso perfeito Esse jogo e dos melhores e show de bola, o unico problema qwe tenho qwe comprar as outras faces, mas tmbem vale a pena jogar;pos
adoro amo este jogo;pos
Muito bom e criativo! Excelente jogo, achei bem melhor que o angry birds. Muito interessante, de bastante criatividade. Bom para quem gosta de puzzles e de criação.;pos
Lixo Adorei o jogo e ate paguei achando que ia ter o jogo completo mais tudo tem q pagar. Tnc;neg
Otimooo Bacana demais.. Otimo para destrai;pos
da hora man...da pra da uma brisa !;pos
Nao roda no galaxy ll Poxa! Não sei o que acontece,pois não roda no meu galaxy ll  aparece uma mesagem de pacote inválido. Se alguem souber como resolver eu agradeço.;neg
Vitor Mto bom.;pos
Bom de mais. Perfeito no defy;pos
Bom jogo Bom jogo vale a pena baixar !;pos
Nem pensa Nem pensa em baixa não presta virus;neg
Fantastico Muuuuito bom...recomendo.;pos
Muito bom e bastante viciante!funciona muito bem!;pos
Muito Bom Muito divertido, você não enjoa do jogo, realmente muito bom.;pos
Tem que melhorar muito. Espero Uma versao 2013 1000vez. Melhor.;neg
Mt bom tenho o bmx e esse, Runnergames por favor faiz um de le parkour agradeco vlw pela atenção;pos
Muito bem feito!!! E agora free!!! Bom jogo....o mais legal agora e q e free!!! Se tiver alguma guilda br ai me avisem... meu nick e Pedreiro so me mandar mensagem t+++!!!;pos
Baixe e relembre os velhos tempos Muito bom relembra um pouco os jogos antigos;pos
Lixo Chato pra caralho dá nem pra entender nada so baixei pra ganha zen em zenonia3;neg
Ótimo App muito bom pra passar o tempo. Recomendo!;pos
Bom Rodou bem no meu motorola razr e é excelente um jogo mt forte da gameloft bem melhor q o rf 12;pos
Passa tempo perfeito Muito massa.;pos
Blz de Atualização Nota 10, essa atualização faz com que o jogo possa ficar totalmente no cartão de memória. Gostei muito, jogo perfeito!;pos
Falha dos botoes Cada celular tem um limite de quantidade de botões multitouch. Fiquei frustrado ao perceber que mesmo comprando um Xperia S que suporta 10 toques simultaneos na tela, esse emulador não rola nem jogar Super Mario World por não conseguir correr e segurar um casco. Não adianta nada arrumar e atualizar parte gráfica enquanto esse erro grotesco continuar. Não recomendo.;neg
Jogo muito bom demais vale apena baixar Jogo muito bom vale cinco pontos;pos
Tosco Jogo ruim, credo!;neg
Muito bom Otimo passatempo, apesar de so ter 20 paginas, espero uma atualizacao o mais rapido possivel, funcionou muito bem no samsung sll.;pos
Renata. Amei esse app eu baixei pro meu galaxy sII lite e é maravilhoso , todos que perguntam eu recomendo , agora estou baixando pro meu tablet se tivesse mais algum aparelho com androide tenho serteza que seria o primeiro app;pos
Joao policena Nossa + como bcs falam que um jogo desse e bom;neg
Bom de mais Jogo muiti bom;pos
Parabéns nossa viajo nesse emulador .. parabens :);pos
Para quem quer raciocinar é o excelente! Adorei.;pos
Ótimo Excelente jogo!;pos
Jorge Muito bom baixe não vai se arrepender;pos
Adriano lg Optmus one Mt firme o jogo grafico mt Legau Jogabilidade 100%;pos
Muito bom Adorei da pra passar bem o tempo;pos
Subway surfers O jogo e demais, extremamente viciante,baixem nao vao se arrepender;pos
Eu gostei muito desse jogo...;pos
Nickol Muito viviane jogo mais legal que baixei,muuuiiittooo pressão!!!!!!!;pos
Comentario de fred pedigone Parabems para os caras q fizerao essa bosta cara ele  trava no meio da corrida e aparece o aplicativo paro d funsionar cara na boa esse jogo é uma bosta pro meu galaxy duos q porcaria;neg
Muito legal Otimo jogo e gaficos;pos
Muito loko esse jogo! Pega bem no Xperia X10 Mini Pro;pos
Espetacular Mt bom jogo.aconselho a compra;pos
Não funcionou No meu Xperia mini pro, não consegui jogar. Não consegui clicar nos botões pois não houve resposta aos toques nas tela. Uma pena.;neg
mt bom um dos melhores games de pool para android...;pos
Lixo Até tenta ser bom, copiando a fórmula do temple run, mas trava muuuito e quase sempre trava o celular todo e eu sou obrigado a tirar a bateria do celular pra voltar a funcionar. Muito mal programado! Milestone 3;neg
Mt bom Recomendo   .;pos
Bom!! Bom passatempo.;pos
Bom Mto legal. :);pos
Nao e muito bom lento;neg
Melhor jogo Viciante !!;pos
Fany Eu gostei mto desse jogo é um bom passa tempo eu recomendo;pos
Exelentemente Graficos musica jogabilidade estremamente fantasticas;pos
otimo jogo como sempre;pos
Viciante Reserve horas...;pos
Otimo jogo Jogo simples mais viciante muito bom  de jogar.;pos
Restaurant Amo muito esse jogo é viciante.;pos
NÃO FUNCIONOU!!! MOTOROLA RAZR XT910 BAIXEI O JOGO NORMALMENTE, INSTALOU DE BOAS MAS NA HORA DE INICIAR ELE SO PISCA A TELA E VOLTA PRO MENU ....;neg
Tai Bom demaiss;pos
Achei o jogo muito legal;pos
Defy Muito engraçado o aplicativo! Dá para sorrir;pos
Não dá pra apertar os botões e o direcional ao msm tempo.... Só por isso não prestou muito;neg
otimo muito legau,rodou d boa no meu galaxy y,nota 10,podem baixar,incrivel;pos
Nao funciona Comprei mas não funcionou no galaxy tab;neg
É muito bom e divertido!!!!!!!:  D;pos
angry birds pelas recomendo pra todos;pos
Vxjgg fe E um espetaculo;pos
Jardel Muito bom!;pos
Muito bom o jogo Ótimo jogo sem dúvida diverte e é um ótimo passa tempo;pos
Nao rodou no zte...;neg
Meia boca Bem ruinzinho;neg
Muito viciado neste jogo, recomendado;pos
Excelente Execelente jogo. Gostei mt. Podem baixar sem medo, eu aconselho.;pos
muuuito loko vei achei mto legal e o gráfico e mto bom e pegou certinho no meu galaxy pocket;pos
Gostei dele no flipout, joga direitinho ainda mais com a seta do teclado;pos
Maravilhoso Muito divertido e viciante. Simplesmente o melhor.;pos
Rafael Um dos melhores jogos q joguei!;pos
Muito bom Adorei o jogo. Rápido viciante e muito divertido. Vale a pena;pos
Bom. É bem legal, recomendo!;pos
Vício total mano . Ótimo para quem gosta de jogo violento eu recomendo da galera;pos
Muito bom Amei,e super legal.;pos
Jogo infantil porem divertido Se for apresentado com niveis de dif. Maiores ficaraoito estrelas muito bom.;pos
Otimo Gostei, para criança então e otimo.;pos
Muito bom Muito Vicente;pos
Otiimoo Muiiitoooo booom. Primeiro aplicativo q achp bom o suficiente pra receber minha nota. 5 estrelas concerteza;pos
Otimo Adorei, só nao gostei das propagandas, tem muitas que dão susto, por favor tirem-as.;pos
Muito boooom!! Baixe pq vale a penaaa, viciante!!!;pos
Galaxy Y No meu galaxy Y não funcionou, a tela ficou toda quadriculada e escura;neg
Recomendo Amei!!!;pos
Firme Toca até a música do nightwish oooo;pos
Bom jogo Bem divertido.;pos
Muito bom! Muito bom mesmo este jogo.;pos
Muito boom ! Jogo exelente , e viviante =D;pos
Decepção Agora essa porcaria não passa da apresentação. Gameloft = shit.;neg
Muito bom Muito bom o minecraft;pos
Mt bom Mt bom no asus prime;pos
Muito bom ! Bom demais !;pos
Ótimo. Funciona bem no Xperia;pos
Totalmente viciante Quando voce começa a jogar, voce nao para NUNCA.;pos
Esse jogo é tudo d bom!!! *-*;pos
Excelente O melhor jogo do mundo;pos
Gostei Otima jogabilidade;pos
Olha, pra começar agente tem a expectativa que uma nova versão vai ser mais real e moderna como aconteceu do aspalt5 para o aspalt6 mas as mudanças do aspalt6 para o aspalt7 não foram tão significativas já no início do jogo a marca gamelof deixou de ser dinâmica e ficou uma coisa fixa horrível, ainda não encontrei as configurações de controles de direção aceleração freios e turbo vou continuar testando ....;neg
10 Esse jogo e mtt legal mtt irado acho que todos viciam + eu ja instalei no meu smarthphone so q eu tive q restaurar ele e apago mais eu tinha tirado meu cartao de memoria espero q instale agora né...esse e um otimo jogo vcs vao gostar =D;pos
Merda Podre;neg
Muito interessante para trabalhar o raciocínio da criança;pos
Chateado O jogo apagou meu save com a ultima atualização isso nunca aconteceu no meu android e um absurdo.;neg
Sobre o jogo Esse jogo e muito legal!!!;pos
Gostei É muito legal, e dá passar o tempo numa boa, não tem bugs e rodou bem no meu galaxy 5. Mas acho que é um jogo feito pra tablet, pois é chato pra reconhecer o toque, só por isso não dei 5 estrelas;pos
Ingrivel To adorado o jogo, muiti bom mesmo.;pos
Besta O cara que inventou isso nao merece respeito algum devia toma vergonho na cara;neg
Muito bom o jogo, pena que trava um poco no spice xt300;pos
RIDICULO Ridiculo demais ter que dar 5 estrelas antes de testar, e bom guardar o nome do desenvolvedor...;neg
Massas Muito ótimo;pos
E iradao esse jogo contratem;pos
Excelente no Xperia E15a.;pos
super legal baixem e muito bom;pos
amoooo Eu adoro esse jogo;pos
Sem dúvida O MELHOOR;pos
Acho filho da puta Uma merda;neg
E bom Cara e otimo mas eles poderiam lança uma atualizaçao para as frutinhas como o morango;pos
Fods Jogo legal funciona Bem ^.^ boa diversaao;pos
Agora em português Excelente e agora em português;pos
Facil rapido agradavel Diversao e muita musica de qualidade um aplicativo indispensavel para se divertir a qualquer hora;pos
Pr.pessoa Legal de mais;pos
O loco Viciante;pos
Muito bom Maravilha;pos
Demaiis Muito legal e viciante;pos
Muito bom... Um jogo viciante.    Akara da RIQUEZA.;pos
Muito bom muito bom mesmo.;pos
Nao da Fica falando q eu nao to na net porraa eu to sim droga nao baixem e um lixo;neg
eue Muito massa;pos
o melhor jogabilidade 10 gráficos 10 jogo muito bom igual cs no pc..;pos
F E mto bom;pos
Muinto bom eu recom mendo jogar;pos
Muito bom É igual a wmw mas ineitor's são mais legais do que as armadilhas;pos
Excelente Show muito bom o jogo.;pos
Muito bom Vale a pena conferir...;pos
Naun Baixeii Ainda Mais Meu Namorado Tem No Android Dele, i eh Super Divertidoo.;pos
Viciante, estimulante, roda mt bem no i1;pos
Otimo Bom jogo para passar o tempo.;pos
Essa porcaria nao funciona odiei .;neg
Muito Bom! Muito bom!  Instalei sem muita esperança mas foi uma grata surpresa!;pos
O melhor Roda sem problema no Samsung galaxy s 3.;pos
Showwwww Lg  Optimus 2x  dual core android 2.3.4 tudo roda macio esse jogo em hd é melhor de tiro depois de atualizar abril varias fases showwwww;pos
Song pop Muito bom esse joguinho.. vicia!;pos
Muito lokoooo Recomendo... muito lokpoo;pos
Quebra cabeça Muito divertido;pos
Péssimo Jogo ridículo.;neg
Excelente! Eh o melhor da categoria.;pos
Otimo Com GS2 gira perfeitamente. Um dos melhores jogos que já baixei. Recomendo, mas aviso, é viciante!;pos
Travado Não consigo logar pelo Face..load infinito... E o sac deles fica mandando msg padrao sem ler meu problema.  Galaxy S;neg
Uma merda,trava toda hora,muito ruim,não baixem,se vc instalar vc perdeu um tempo de sua vida a toa;neg
adianta adorei;pos
Jogo viciante Muito bom, recomendo.;pos
Gabi p500 Nuss esse jogo e massa mt bom amei;pos
Lixo Nao funciona em nenhum celular ou tablet chines...prometeram resolver a meses e nada acontece;neg
Muito. Bom vale super a pena baixar nunca vi jogo tao legal. Meu pai se amarra rs. Recomendo;pos
Muito,bom Muito bom.. Simples mas viciante. Funcionou bem no galaxy y;pos
Sesacional Bom dr mais ja zerei o 1 e agora to tentando zera o 2;pos
Merda d propaganda Depois d um tempo, cada fase tem uma propaganda q te leva pra um site, uma merda, antes nao tinha, nao sei o q acpnteceu;neg
Boom! Excelente di+!;pos
Excelente Muito bom. Aconselho.;pos
Muito bom!!! So leva nota 3 pk e preciso ficar muito tempo a espera para ganhar stamina para continuarmos a jogar...os graficos sao bons;pos
Muito Legal Gostei demais não me arependo de estalar este jogo gostei muito parabéns beijos isac sp;pos
Bem divertido... Vale a pena ter, muito bom para a hora do rush, ou aquela espera no consultóriomédico.;pos
Alguem sabe como tirar os anuncios que fica??... fora isso o jogo é legal.;pos
D+ Mto bom passatempo!!!;pos
edumax S3 um dos melhores do android sem duvida mto viciante;pos
Excelente!! Ótimo passatempo!! Viciante!!! Recomendo!!;pos
Muito bom Gostei muito deste jogo.;pos
Muito bom É bem divertido.;pos
Muito bom Pra quem curte truco, esse eh otimo. Dou muita risada com as frases. DEFY;pos
muito bomm pra quem gosta de rpggg;pos
Porcaria Perca de tempo nao vele a pena.;neg
Gta rlz Muito bom não deixa nada a desejar, roda liso.  Tomara que saia novas versões.. :-);pos
Bom Viciante o jogo;pos
Ate q infim Eu ja nao via a hora desse jogo sair para android e sinplesmente nota 1000 totalmente viciante ja jogava no celular so meu primo agr n largo meu celular de tao viciado q fiquei meu record atual e de 4387 pretendo alcansar 10000 kkkkkkkk flw;pos
Otimo Otimo jogo divertido e com grafico ecelente;pos
Perfeito Perfeito o jogo.;pos
Grafico ruim, lento e não é tão bom quanto na foto;neg
Melhor passatempo do android;pos
Horrivel nao pega no meu tablet mas no iphone sim;neg
meu preferido rodou perfeitamente no meu galaxy y eu amoo esse jogo, de boa pode baixa !!;pos
Muito bom Muito bom pra quem gosta de usar a cabelo  *;pos
Adorei Muito legal mesmo!!!;pos
Muiiito bom! Não paro de jogar :);pos
Todos os jogos da gameloft Todo jogo q eu baixo desse desenvolvedor fala que meu aparelho eh incompativel com o  samsung galaxy x.vai ser ruim la na casa do chapeu.;neg
Magdiel Muito bom! Poderia haver animacoes tridimenciomais tbm?;pos
Muito bom. Excelente jogo, gostei muito. Roda liso no atrix.;pos
Otimo Muito bom o jogo...;pos
Top Resomendo.;pos
Lg optimus l3 Muito bom esse jogo!!;pos
Enquanto não funcionar... Acho um absurdo ter que mudar as configurações do aparelho para que o jogo funcione. É um jogo pago e exijo que este funcione de maneira adequada, portanto, enquanto não consertaram o bug dou a nota mínima.;neg
Tava legal, mas o mercado parou de funcionar de ontem pra hj.;neg
não. sei porque mais o jogo só trava, não dá. para jogar. Eu desisto.;neg
Otimo jogo,, no meu xt 300... funcionou perfeito.;pos
Ruim Eu não  consigo joga da erro;neg
Alvaro Muito bom. Rodou perfeitamente em meu Mini.;pos
Elicio.eds Otimo so deveria ser mais fasiu de manter o carro na pista .mas dou 5  estrela;pos
No meu Galaxy S ele não funciona;neg
Legal Da pra passa R o tempo;pos
Likes em: pou_renattah Mto divertido, viciante. Eu q nunca tive um tamagochi tô tendo um mil vezes melhor. pra quem qr se distrair e divertir ele é ótimo. O ruim é q vx tem q ficar atualizando pq se não o app dá uns tiuchi Kkk mas eu recomendo.;pos
Bem legal,da pra passar o tempo!;pos
Excelente Muito bom o jogo, tem como distrair muito;pos
Era do gelo? Estou muito revoltado! estava quase chegando no nível 53, 98 corações pra adquirir o restaurante, quase todos os animais comprados com muitas e muitas horas de jogo, 20 milhões de dinheiro e agora, o jogo simplesmente resolveu fechar e não abrir mais! Tem alguma solução pra esse problema? Estou muito revoltado com essa situação! Agora reiniciou e tenho que começar do zero de novo!;neg
. Pior ogo do mundo,nao da pra controla a moto;neg
Nick Ameiii., todos excelentes!;pos
Luiz Y Duos Da erro logo no lv 1 vou baixar d novo novo pra ver se funciona todo game da full fat da erro;neg
Exelente E um jogo viciante gosto e aconselho...;pos
Mt daora.quem fala q esse jogo e ruim eh pq nao sab jogar bando de burro otimo otimo adorei;pos
Maravilha É um jogo muito bom pra relaxar a mente;pos
Bom! Muito bom.... jogabilidade um pouco complicada,mas boa quando pega o jeito. Jogo bom!;pos
douglas rodrigues Nossa esse jogo e o melhor alem de ser divertido e muito rapido pra baixa, eu aprovo e recomendo;pos
Otimo jogo. Vale a pena baixar.;pos
O jogo Ele é um jogo nao so para as crianças mas tambem para os adultos!;pos
Uma bosta. Não funciona.;neg
Mto bom! Cuidado esse jogo é viciante.;pos
Diversão garantida Roda muito bem no galaxy  Tab  2...horas jogando...;pos
Avaliação Adoreii , gentee num paroo mais d jogaa , td hr ganhandoo premios , adoreii , estão d parabéns !!;pos
Otimo Realidade maxima, sons e carros muito massa.;pos
